response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
ROBOT_FFC0F636,2026-05-02 20:39:00,2026-05-02 20:40:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,7.0,8.0,5.0,-2.0,-1.0,6.0,-2.0,-1.0,5.0,-2.0,-1.0,6.0,-2.0,-2.0,-2.0,Bill ≥ Clark,CH < CC,DIV < CC,7.0,5.0,6.0,8.0,6.0,7.0,5.0,3.0,4.0,8.0,2.0,8.0,3.0,7.0,1.0,True,True,True,True,3.0,0.4791666666666667,0.33333333333333337,0.40625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,82,1,I CONSENT to participate in this study,63,5,5,47,8,7,8,6,5,7,6,9,8,7,8,9,8,9,ROBOT_FFC0F636,1.0,-3.0,0.0,-3.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_E32F100E,2026-05-02 20:40:00,2026-05-02 20:41:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,7.0,6.0,2.0,-1.0,0.0,7.0,-1.0,0.0,6.0,-1.0,0.0,3.0,-1.0,-1.0,-1.0,Bill > Clark,CH < CC,DIV ≥ CC,7.0,6.0,7.0,6.0,5.0,6.0,2.0,1.0,2.0,8.0,1.0,7.0,1.0,3.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4166666666666667,0.47916666666666674,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,4,7,6,5,6,6,5,5,ROBOT_E32F100E,1.0,-5.0,1.0,-4.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_5B6610E1,2026-05-02 20:41:00,2026-05-02 20:41:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,6.0,5.0,0.0,-1.0,7.0,0.0,0.0,6.0,0.0,-1.0,6.0,-1.0,0.0,-1.0,Bill > Clark,CH > CC,DIV > CC,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,8.0,1.0,7.0,1.0,6.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.4010416666666667,0.4401041666666667,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,11,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,5,ROBOT_5B6610E1,1.0,-6.0,1.0,-5.0,1.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_27C48236,2026-05-02 20:50:00,2026-05-02 20:50:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,8.0,9.0,5.0,1.0,0.0,7.0,0.0,0.0,3.0,3.0,-2.0,13.0,0.0,0.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,8.0,9.0,9.0,9.0,7.0,10.0,5.0,9.0,2.0,9.0,6.0,15.0,2.0,True,False,True,False,3.0,0.4583333333333333,0.28645833333333337,0.37239583333333337,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,63,5,5,47,7,8,7,6,5,6,4,8,9,8,7,9,8,9,ROBOT_27C48236,1.0,-7.0,0.0,-3.0,8.0,-8.0,,,,,,,,,,,,,,,,,,
ROBOT_903AD77C,2026-05-02 20:50:00,2026-05-02 20:52:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,9.0,10.0,1.0,2.0,6.0,1.0,1.0,3.0,2.0,7.0,15.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,15.0,9.0,3.0,9.0,6.0,20.0,5.0,True,False,True,False,3.0,0.4270833333333333,0.34375,0.38541666666666663,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,95,1,I CONSENT to participate in this study,63,5,5,47,7,8,7,6,5,6,5,9,8,8,9,9,7,8,ROBOT_903AD77C,2.0,-5.0,1.0,-3.0,12.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_A1031C2B,2026-05-02 20:52:00,2026-05-02 20:53:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,9.0,5.0,7.0,0.0,0.0,8.0,0.0,-3.0,8.0,0.0,-3.0,15.0,0.0,-3.0,-3.0,Bill > Clark,CH > CC,DIV < CC,9.0,9.0,9.0,8.0,8.0,5.0,10.0,10.0,7.0,9.0,1.0,9.0,1.0,15.0,0.0,True,True,True,True,3.0,0.4947916666666667,0.17708333333333337,0.3359375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,28,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,4,3,5,2,9,8,7,7,9,8,9,ROBOT_A1031C2B,0.0,-8.0,1.0,-7.0,5.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_3E08F31B,2026-05-02 20:53:00,2026-05-02 20:53:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,3.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,Bill > Clark,CH < CC,DIV > CC,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,9.0,1.0,9.0,1.0,5.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.34375,0.39583333333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,24,1,I CONSENT to participate in this study,63,5,5,47,6,5,6,4,3,4,3,7,6,6,7,6,6,6,ROBOT_3E08F31B,1.0,-7.0,1.0,-7.0,2.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_68919DA8,2026-05-02 20:53:00,2026-05-02 20:54:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,2.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_68919DA8,1.0,-6.0,1.0,-6.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_7318A54C,2026-05-02 20:54:00,2026-05-02 20:55:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,8.0,8.0,15.0,2.0,1.0,7.0,1.0,0.0,2.0,8.0,3.0,20.0,1.0,0.0,3.0,Bill > Clark,CH > CC,DIV > CC,7.0,9.0,8.0,8.0,9.0,8.0,12.0,20.0,15.0,9.0,2.0,9.0,7.0,25.0,5.0,True,True,True,True,3.0,0.4479166666666667,0.33333333333333337,0.390625,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,9,8,8,9,8,9,ROBOT_7318A54C,2.0,-7.0,1.0,-2.0,13.0,-15.0,,,,,,,,,,,,,,,,,,
ROBOT_3B6FA28F,2026-05-02 20:55:00,2026-05-02 20:55:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,6.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,5.0,6.0,6.0,4.0,5.0,5.0,1.0,2.0,2.0,6.0,1.0,6.0,1.0,2.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.375,0.45833333333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,13,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,4,7,6,5,6,7,5,6,ROBOT_3B6FA28F,1.0,-5.0,2.0,-4.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_AA4BF8EC,2026-05-02 20:55:00,2026-05-02 20:55:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,4.0,0.0,1.0,7.0,0.0,1.0,7.0,0.0,1.0,10.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,9.0,8.0,8.0,9.0,4.0,4.0,5.0,9.0,2.0,9.0,2.0,10.0,0.0,True,False,False,False,3.0,0.4322916666666667,0.3333333333333333,0.3828125,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,19,1,I CONSENT to participate in this study,63,5,5,47,6,5,6,4,3,5,4,7,7,7,6,7,6,7,ROBOT_AA4BF8EC,1.0,-6.0,1.0,-6.0,6.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_7084F508,2026-05-02 20:55:00,2026-05-02 20:56:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,5.0,5.0,0.0,2.0,1.0,6.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,4.0,6.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_7084F508,3.0,-5.0,3.0,-5.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ROBOT_79D64FFB,2026-05-02 20:56:00,2026-05-02 20:56:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,5.0,1.0,1.0,7.0,1.0,1.0,6.0,3.0,5.0,14.0,1.0,1.0,3.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,8.0,9.0,9.0,5.0,8.0,10.0,9.0,2.0,9.0,3.0,15.0,1.0,True,True,True,True,3.0,0.4635416666666667,0.30208333333333337,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,38,1,I CONSENT to participate in this study,63,5,5,47,8,7,8,6,5,7,4,9,8,7,9,9,8,9,ROBOT_79D64FFB,1.0,-7.0,1.0,-6.0,10.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_E937690F,2026-05-02 20:56:00,2026-05-02 20:56:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,6.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,5.0,6.0,6.0,4.0,5.0,5.0,1.0,2.0,2.0,7.0,1.0,6.0,1.0,3.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4427083333333333,0.4921875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,15,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_E937690F,2.0,-5.0,2.0,-4.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_0CD8C224,2026-05-02 21:00:00,2026-05-02 21:01:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,8.0,8.0,7.0,1.0,1.0,7.0,1.0,1.0,7.0,2.0,3.0,15.0,1.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,8.0,9.0,9.0,7.0,9.0,10.0,9.0,2.0,9.0,2.0,15.0,0.0,True,False,False,False,3.0,0.4791666666666667,0.3020833333333333,0.390625,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,38,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,6,3,8,7,6,7,8,7,8,ROBOT_0CD8C224,1.0,-7.0,1.0,-7.0,8.0,-9.0,,,,,,,,,,,,,,,,,,
ROBOT_92F03141,2026-05-02 21:01:00,2026-05-02 21:01:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,5.0,-1.0,0.0,6.0,-1.0,0.0,6.0,-2.0,0.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,7.0,8.0,8.0,7.0,8.0,7.0,5.0,7.0,9.0,3.0,9.0,3.0,10.0,0.0,True,False,True,False,3.0,0.4791666666666667,0.3802083333333333,0.4296875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,16,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_92F03141,1.0,-4.0,1.0,-4.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_8C9646E2,2026-05-02 21:01:00,2026-05-02 21:02:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,1.0,8.0,1.0,5.0,1.0,True,True,True,True,3.0,0.4791666666666667,0.2864583333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,39,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,5,3,8,7,7,6,8,7,8,ROBOT_8C9646E2,0.0,-7.0,0.0,-7.0,0.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_E8E48F46,2026-05-02 21:02:00,2026-05-02 21:03:00,trolley,high,8403259,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,4.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV < CC,7.0,8.0,7.0,7.0,8.0,7.0,3.0,4.0,3.0,8.0,1.0,8.0,1.0,4.0,1.0,True,True,True,True,3.0,0.4635416666666667,0.2552083333333333,0.359375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,35,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,4,3,5,3,8,8,7,6,8,7,8,ROBOT_E8E48F46,1.0,-7.0,1.0,-7.0,1.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_C807A6A0,2026-05-02 21:03:00,2026-05-02 21:03:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,8.0,8.0,5.0,1.0,0.0,6.0,1.0,0.0,5.0,1.0,-1.0,6.0,0.0,0.0,-1.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,8.0,8.0,9.0,8.0,5.0,6.0,4.0,9.0,3.0,9.0,4.0,7.0,1.0,True,False,True,False,3.0,0.4322916666666667,0.3020833333333333,0.3671875,False,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,41,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_C807A6A0,1.0,-6.0,1.0,-5.0,2.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_B7F0BFEA,2026-05-02 21:03:00,2026-05-02 21:04:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,5.0,6.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH < CC,DIV ≤ CC,5.0,6.0,5.0,6.0,7.0,6.0,2.0,3.0,2.0,7.0,3.0,8.0,4.0,4.0,1.0,True,True,True,True,3.0,0.4635416666666667,0.33333333333333337,0.3984375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,28,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,8,8,8,9,8,9,ROBOT_B7F0BFEA,2.0,-3.0,2.0,-3.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_5EE287ED,2026-05-02 21:04:00,2026-05-02 21:04:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,6.0,5.0,2.0,1.0,0.0,6.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,6.0,5.0,6.0,5.0,2.0,3.0,2.0,7.0,1.0,6.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4947916666666667,0.4427083333333333,0.46875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,14,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,3,8,7,6,6,5,4,5,ROBOT_5EE287ED,1.0,-6.0,1.0,-5.0,1.0,-3.0,,,,,,,,,,,,,,,,,,
ROBOT_10474AFF,2026-05-02 21:04:00,2026-05-02 21:05:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,8.0,4.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,,,,7.0,8.0,7.0,7.0,8.0,7.0,3.0,4.0,3.0,8.0,1.0,8.0,1.0,4.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.359375,0.40364583333333337,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,32,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,4,6,4,8,8,7,7,8,6,7,ROBOT_10474AFF,1.0,-7.0,1.0,-7.0,1.0,-4.0,,,,,,,,,,,,,,,,,,
ROBOT_D4CD383F,2026-05-02 21:05:00,2026-05-02 21:05:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,1.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3177083333333333,0.3828125,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,36,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,4,7,7,6,6,7,6,7,ROBOT_D4CD383F,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_98193274,2026-05-02 21:06:00,2026-05-02 21:06:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,7.0,6.0,5.0,0.0,-1.0,6.0,0.0,-1.0,6.0,0.0,-2.0,10.0,-1.0,-1.0,-2.0,Bill > Clark,CH > CC,DIV > CC,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,9.0,3.0,9.0,3.0,10.0,0.0,True,True,True,True,3.0,0.5416666666666667,0.4166666666666667,0.47916666666666674,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,14,1,I CONSENT to participate in this study,63,5,5,47,7,6,7,5,3,4,4,7,6,5,6,6,5,5,ROBOT_98193274,1.0,-5.0,2.0,-4.0,3.0,-7.0,,,,,,,,,,,,,,,,,,
ROBOT_54C9C8A1,2026-05-02 21:06:00,2026-05-02 21:06:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,7.0,7.0,4.0,1.0,0.0,8.0,1.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,7.0,8.0,7.0,7.0,8.0,7.0,4.0,5.0,4.0,9.0,1.0,9.0,1.0,7.0,0.0,True,True,True,True,3.0,0.4635416666666667,0.33333333333333337,0.3984375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,29,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,8,8,8,9,8,9,ROBOT_54C9C8A1,2.0,-7.0,2.0,-7.0,3.0,-5.0,,,,,,,,,,,,,,,,,,
ROBOT_79C9EC6D,2026-05-02 21:06:00,2026-05-02 21:07:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,6.0,5.0,1.0,1.0,0.0,6.0,0.0,-1.0,6.0,0.0,0.0,1.0,0.0,-1.0,0.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,7.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,31,1,I CONSENT to participate in this study,8403259,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_79C9EC6D,1.0,-6.0,1.0,-5.0,0.0,-1.0,,,,,,,,,,,,,,,,,,
ROBOT_2F888A6B,2026-05-02 21:07:00,2026-05-02 21:08:00,firework,high,8403259,True,CC-DIV-CH,CC,DIV,CH,8.0,9.0,5.0,1.0,1.0,7.0,0.0,0.0,4.0,10.0,5.0,17.0,1.0,0.0,5.0,Bill > Clark,CH > CC,DIV > CC,8.0,9.0,9.0,9.0,9.0,9.0,5.0,15.0,10.0,9.0,2.0,9.0,5.0,20.0,3.0,True,True,True,True,3.0,0.4791666666666667,0.35416666666666663,0.41666666666666663,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,ROBOT_PARTICIPANT,34,1,I CONSENT to participate in this study,8403259,5,5,47,8,7,8,6,5,7,6,9,8,8,7,9,8,8,ROBOT_2F888A6B,1.0,-7.0,0.0,-4.0,15.0,-12.0,,,,,,,,,,,,,,,,,,
ROBOT_15C7CD32,2026-05-02 21:08:00,2026-05-02 21:08:00,trolley,high,8403259,True,CH-DIV-CC,CH,DIV,CC,7.0,6.0,2.0,1.0,0.0,6.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,7.0,1.0,6.0,1.0,2.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.3802083333333333,0.4296875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,ROBOT_PARTICIPANT,11,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_15C7CD32,1.0,-6.0,1.0,-5.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
ROBOT_5C40866B,2026-05-02 21:12:00,2026-05-02 21:12:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,8.0,5.0,5.0,0.0,0.0,7.0,0.0,-3.0,7.0,0.0,-5.0,15.0,0.0,-3.0,-5.0,Bill > Clark,CH > CC,DIV < CC,8.0,8.0,8.0,8.0,8.0,5.0,10.0,10.0,5.0,9.0,2.0,9.0,2.0,15.0,0.0,True,True,True,True,3.0,0.4791666666666667,0.2552083333333333,0.3671875,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,ROBOT_PARTICIPANT,24,1,I CONSENT to participate in this study,8403259,5,5,47,7,6,7,4,3,5,3,8,7,7,6,8,7,8,ROBOT_5C40866B,1.0,-6.0,1.0,-6.0,5.0,-10.0,,,,,,,,,,,,,,,,,,
ROBOT_5046319F,2026-05-02 21:12:00,2026-05-02 21:13:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,1.0,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,6.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,8.0,1.0,8.0,1.0,3.0,0.0,True,True,True,True,3.0,0.4479166666666667,0.3020833333333333,0.375,True,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,ROBOT_PARTICIPANT,33,1,I CONSENT to participate in this study,63,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_5046319F,2.0,-6.0,2.0,-6.0,2.0,-2.0,,,,,,,,,,,,,,,,,,
