response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,incdol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
R_6mKkDu5f8fnOaSc,2026-02-20 10:59:00,2026-02-20 11:16:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,5.0,7.0,2.0,2.0,-1.0,2.0,2.0,1.0,-1.0,3.0,1.0,0.0,-1.0,1.0,1.0,Bill > Clark,CH > CC,DIV ≥ CC,6.0,8.0,5.0,6.0,8.0,7.0,1.0,4.0,2.0,9.0,7.0,8.0,9.0,5.0,5.0,True,True,True,True,0.0,0.3125,0.3645833333333333,0.33854166666666663,True,19,Female,Asian,Liberal/progressive,996.0,1,I CONSENT to participate in this study,63,10,100,30,(7) agree,(3) disagree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,6,6,6,(7) agree,(9) totally agree,8,8,(7) agree,8,94371,3.0,-1.0,2.0,1.0,4.0,1.0,20.135,123.18,103.045,17.988,57.699,39.711,173.954,304.817,130.863,3.229,75.608,72.379,14.335,25.163,10.828,3.666,27.527,23.861
R_3FVEviQC289QOyi,2026-02-20 11:06:00,2026-02-20 11:18:00,trolley,low,63,True,DIV-CH-CC,DIV,CH,CC,6.0,7.0,1.0,2.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,Bill > Clark,CH > CC,DIV ≥ CC,5.0,7.0,6.0,4.0,7.0,7.0,0.0,2.0,1.0,7.0,1.0,8.0,7.0,3.0,0.0,True,True,True,True,3.0,0.484375,0.4791666666666667,0.48177083333333337,True,18,Non-binary / third gender,White,Liberal/progressive,701.0,1,I CONSENT to participate in this study,63,5,5,47,(7) agree,6,(7) agree,8,2,(3) disagree,(3) disagree,(7) agree,6,(7) agree,(7) agree,(3) disagree,6,4,94338,2.0,-6.0,4.0,0.0,3.0,-2.0,42.852,63.107,20.255000000000003,47.806,59.731,11.925000000000004,70.603,95.066,24.463000000000008,22.748,47.719,24.971,5.502,52.473,46.971,5.231,16.035,10.804
R_5JWP8aEhWPtN1pV,2026-02-20 10:16:00,2026-02-20 11:24:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,7.0,8.0,7.0,0.0,0.0,6.0,2.0,1.0,6.0,3.0,0.0,7.0,0.0,1.0,0.0,Bill ≤ Clark,CH < CC,DIV < CC,7.0,7.0,7.0,7.0,9.0,8.0,7.0,10.0,7.0,7.0,1.0,7.0,1.0,7.0,0.0,True,True,True,True,1.0,0.5,0.4270833333333333,0.46354166666666663,True,18,Female,Black or African American,Liberal/progressive,4060.0,1,I CONSENT to participate in this study,63,5,100,24,6,6,8,6,(1) totally disagree,6,(5) neither agree nor disagree,(7) agree,(7) agree,(7) agree,(7) agree,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,93266,0.0,-6.0,0.0,-8.0,0.0,-10.0,130.026,138.876,8.849999999999994,39.98,53.58,13.600000000000001,335.089,390.938,55.84899999999999,124.658,172.52,47.86200000000001,47.91,63.459,15.549000000000007,10.098,48.552,38.454
R_1107hfgaSXcvA4L,2026-02-20 11:09:00,2026-02-20 11:24:00,trolley,high,843207,False,CH-CC-DIV,CH,CC,DIV,8.0,8.0,25.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,Bill ≤ Clark,CH > CC,DIV ≤ CC,8.0,8.0,8.0,8.0,8.0,8.0,25.0,25.0,25.0,7.0,3.0,7.0,3.0,15.0,0.0,True,False,False,False,1.0,0.4375,0.4270833333333333,0.43229166666666663,False,19,Female,White,Liberal/progressive,894.0,1,I CONSENT to participate in this study,843207,10,5,24,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,6,(3) disagree,(5) neither agree nor disagree,4,(5) neither agree nor disagree,(7) agree,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,94578,-1.0,-5.0,-1.0,-5.0,-10.0,-25.0,92.777,104.545,11.768,95.579,213.827,118.248,14.113,58.513,44.4,29.556,37.575,8.019000000000002,29.755,43.255,13.500000000000004,15.345,34.712,19.367000000000004
R_7aJuheSVvZwwMlr,2026-02-20 11:19:00,2026-02-20 11:27:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,6.0,25.0,1.0,1.0,-2.0,0.0,-1.0,3.0,-10.0,10.0,-8.0,1.0,-1.0,-10.0,Bill ≤ Clark,CH ≤ CC,DIV > CC,6.0,7.0,7.0,6.0,6.0,5.0,25.0,15.0,35.0,4.0,6.0,6.0,3.0,12.0,20.0,True,False,True,False,0.0,0.5,0.484375,0.4921875,False,18,Male,White,Moderate,488.0,1,I CONSENT to participate in this study,8403259,2,100,10,8,6,(7) agree,(7) agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,6,(7) agree,(7) agree,6,6,(7) agree,(5) neither agree nor disagree,93325,-2.0,-1.0,0.0,-3.0,-13.0,5.0,56.883,81.317,24.43399999999999,3.472,31.623,28.151,46.5,53.635,7.134999999999998,4.169,25.202,21.033,43.32,47.672,4.351999999999997,14.922,19.923,5.000999999999998
R_1Sfv5RiNxVZLYxR,2026-02-20 11:32:00,2026-02-20 11:39:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,5.0,5.0,10.0,-1.0,-3.0,-1.0,0.0,-2.0,-1.0,10.0,0.0,0.0,-3.0,-2.0,0.0,Bill ≥ Clark,CH ≤ CC,DIV < CC,6.0,5.0,3.0,5.0,5.0,3.0,0.0,10.0,0.0,5.0,6.0,5.0,6.0,0.0,0.0,False,True,False,False,3.0,0.421875,0.4895833333333333,0.45572916666666663,False,19,Male,White,Moderate,398.0,0.5,I CONSENT to participate in this study,63,5,5,47,(7) agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,(9) totally agree,(3) disagree,(5) neither agree nor disagree,(7) agree,8,(7) agree,(5) neither agree nor disagree,6,6,93425,-1.0,1.0,0.0,1.0,0.0,-10.0,5.818,26.619,20.801000000000002,2.827,21.012,18.185000000000002,15.089,21.341,6.252000000000001,3.704,27.122,23.418,24.343,35.494,11.151,5.335,22.02,16.685
R_5YN7QpdUDJ8or17,2026-02-20 11:12:00,2026-02-20 11:41:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,8.0,8.0,20.0,-1.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,0.0,-1.0,1.0,5.0,Bill < Clark,CH < CC,DIV > CC,8.0,7.0,8.0,6.0,7.0,8.0,15.0,20.0,20.0,9.0,8.0,9.0,8.0,20.0,20.0,True,True,True,True,3.0,0.296875,0.40625,0.3515625,True,19,Female,Other,Liberal/progressive,1785.0,1,I CONSENT to participate in this study,63,5,5,47,6,6,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,6,4,(9) totally agree,(9) totally agree,(9) totally agree,8,(5) neither agree nor disagree,8,8,94466,1.0,1.0,3.0,1.0,5.0,0.0,20.518,50.88,30.362000000000002,29.521,55.082,25.561,516.853,555.761,38.908000000000015,91.344,106.171,14.827000000000012,8.145,106.43,98.28500000000001,18.718,40.013,21.294999999999998
R_6PLsbfBlA1ksw9z,2026-02-20 11:25:00,2026-02-20 11:46:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,9.0,9.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill ≤ Clark,CH ≥ CC,DIV ≤ CC,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,9.0,5.0,9.0,5.0,5.0,5.0,False,False,False,False,0.0,0.390625,0.3802083333333333,0.38541666666666663,False,20,Male,White,Conservative,1257.0,1,I CONSENT to participate in this study,63,10,100,24,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,6,(3) disagree,(3) disagree,(7) agree,6,(7) agree,(7) agree,(7) agree,(7) agree,(7) agree,6,94476,0.0,-4.0,0.0,-4.0,0.0,0.0,7.04,101.611,94.571,28.952,40.81,11.858,6.058,68.195,62.13699999999999,12.529,26.063,13.533999999999999,8.394,47.594,39.2,7.704,30.033,22.329
R_7U4U1cUOCrqlpTQ,2026-02-20 14:03:00,2026-02-20 15:05:00,firework,high,4803529,False,CC-DIV-CH,CC,DIV,CH,4.0,7.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,7.0,3.0,5.0,1.0,0.0,3.0,Bill > Clark,CH > CC,DIV > CC,4.0,8.0,5.0,7.0,8.0,7.0,0.0,7.0,3.0,9.0,8.0,9.0,8.0,10.0,5.0,True,True,True,True,2.0,0.4375,0.4895833333333333,0.46354166666666663,True,19,Female,White,Liberal/progressive,3721.0,1,I CONSENT to participate in this study,4803529,5,100,47,8,(7) agree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,6,6,6,(9) totally agree,(7) agree,8,6,(5) neither agree nor disagree,6,94116,5.0,0.0,2.0,0.0,10.0,-2.0,376.922,394.262,17.339999999999975,138.366,146.668,8.301999999999992,320.116,341.28,21.163999999999987,18.56,26.935,8.375,308.792,323.92,15.128000000000043,206.89,283.087,76.197
R_30ZyhhVcXRgpA3u,2026-02-20 16:48:00,2026-02-20 17:04:00,trolley,low,63,True,CH-CC-DIV,CH,CC,DIV,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Bill > Clark,CH ≤ CC,DIV ≤ CC,6.0,6.0,6.0,7.0,7.0,7.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,1.0,True,True,True,True,3.0,0.3125,0.4635416666666667,0.38802083333333337,True,18,Female,White,Liberal/progressive,952.0,0.600000024,I CONSENT to participate in this study,63,5,5,47,6,4,6,8,(3) disagree,(3) disagree,(5) neither agree nor disagree,(9) totally agree,(9) totally agree,(7) agree,(7) agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,94885,3.0,3.0,2.0,2.0,3.0,-1.0,84.973,98.14,13.167000000000002,127.167,147.52,20.35300000000001,90.411,110.045,19.634,10.261,26.894,16.633,43.491,95.123,51.632000000000005,15.481,32.632,17.150999999999996
R_3dR5ZKQyDnVe3Wb,2026-02-20 10:11:00,2026-02-20 18:02:00,firework,high,829403,False,CH-DIV-CC,CH,DIV,CC,7.0,6.0,8.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,2.0,12.0,0.0,-1.0,0.0,Bill ≥ Clark,CH ≤ CC,DIV > CC,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,10.0,7.0,8.0,7.0,8.0,20.0,8.0,False,True,True,False,0.0,0.53125,0.23958333333333337,0.3854166666666667,False,18,Male,White,Nonpolitical,28257.0,1,I CONSENT to participate in this study,829403,10,100,24,8,6,8,(3) disagree,(3) disagree,(7) agree,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,8,6,(9) totally agree,(9) totally agree,8,93279,0.0,1.0,0.0,2.0,12.0,0.0,3.059,27.343,24.284,22.234,1083.856,1061.622,2360.893,2374.076,13.182999999999993,5.771,24087.621,24081.85,3.882,20.816,16.933999999999997,5.625,17.108,11.483
R_3d5XLnAaQq6LhHX,2026-02-20 11:34:00,2026-02-20 18:04:00,firework,high,830492,False,DIV-CH-CC,DIV,CH,CC,7.0,7.0,5.0,2.0,0.0,5.0,2.0,1.0,4.0,4.0,1.0,9.0,0.0,1.0,1.0,Bill > Clark,CH > CC,DIV ≥ CC,7.0,9.0,7.0,6.0,8.0,7.0,4.0,8.0,5.0,8.0,3.0,8.0,4.0,10.0,1.0,True,True,True,True,3.0,0.46875,0.5572916666666667,0.5130208333333334,True,18,Male,Self describe: Indian,Conservative,23382.0,1,I CONSENT to participate in this study,830492,5,5,47,(5) neither agree nor disagree,(3) disagree,(7) agree,(7) agree,6,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,6,(3) disagree,(7) agree,95080,1.0,-6.0,2.0,-4.0,6.0,-7.0,60.934,77.652,16.718000000000004,82.274,150.156,67.882,162.814,203.915,41.101,101.687,127.72,26.033,21864.737,21901.054,36.3169999999991,77.614,104.298,26.683999999999997
R_7kOkG1bRI59tjLu,2026-02-20 18:21:00,2026-02-20 18:32:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,9.0,7.0,8.0,0.0,0.0,-3.0,-2.0,0.0,1.0,0.0,17.0,0.0,0.0,-2.0,0.0,Bill ≤ Clark,CH > CC,DIV > CC,9.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,25.0,1.0,4.0,2.0,1.0,5.0,5.0,True,True,True,True,1.0,0.359375,0.4270833333333333,0.39322916666666663,True,19,Female,White,Moderate,685.0,1,I CONSENT to participate in this study,63,10,5,24,6,6,(7) agree,8,6,(7) agree,(5) neither agree nor disagree,(9) totally agree,(9) totally agree,8,(9) totally agree,6,8,(9) totally agree,94574,-8.0,-5.0,-7.0,-6.0,-3.0,-3.0,32.703,38.045,5.341999999999999,79.98,121.887,41.907,39.507,48.341,8.834000000000003,29.938,36.652,6.714000000000002,17.476,36.159,18.683,7.424,29.268,21.844
R_33pPzEGqN8wY6Qr,2026-02-20 18:29:00,2026-02-20 18:34:00,trolley,low,63,True,DIV-CC-CH,DIV,CC,CH,5.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≤ CC,DIV ≥ CC,5.0,5.0,5.0,5.0,5.0,5.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,50.0,50.0,True,True,False,False,0.0,0.5,0.5,0.5,False,19,Male,White,Moderate,300.0,1,I CONSENT to participate in this study,63,50,50,50,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,94403,0.0,0.0,0.0,0.0,0.0,0.0,2.69,34.145,31.455000000000002,2.815,22.454,19.639,3.845,21.003,17.158,3.452,21.44,17.988,4.678,20.911,16.233,1.984,14.318,12.334
R_6crt4OROqnxTZM5,2026-02-20 18:25:00,2026-02-20 18:48:00,trolley,high,360309,False,DIV-CH-CC,DIV,CH,CC,5.0,7.0,15.0,3.0,3.0,-4.0,2.0,4.0,-3.0,20.0,10.0,-20.0,3.0,2.0,10.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,2.0,5.0,5.0,3.0,5.0,7.0,5.0,25.0,15.0,5.0,9.0,5.0,8.0,20.0,40.0,False,False,True,False,0.0,0.421875,0.5104166666666667,0.46614583333333337,False,18,Female,Asian,Liberal/progressive,1331.0,1,I CONSENT to participate in this study,360309,10,100,12,(7) agree,(5) neither agree nor disagree,(9) totally agree,(5) neither agree nor disagree,(3) disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,8,(9) totally agree,(7) agree,(9) totally agree,(3) disagree,6,4,93336,3.0,4.0,2.0,3.0,15.0,15.0,59.179,71.811,12.632000000000005,8.584,32.25,23.666,118.688,171.019,52.331,89.259,93.392,4.132999999999996,5.605,23.021,17.416,6.153,15.92,9.767
R_5GKPhulx124WgdX,2026-02-20 19:39:00,2026-02-20 19:55:00,firework,high,8403259,True,CC-CH-DIV,CC,CH,DIV,6.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,7.0,6.0,8.0,7.0,1.0,2.0,2.0,8.0,6.0,8.0,5.0,3.0,1.0,True,True,True,True,3.0,0.4375,0.4479166666666667,0.44270833333333337,True,19,Male,White,Liberal/progressive,984.0,1,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,4,(5) neither agree nor disagree,(7) agree,6,4,(5) neither agree nor disagree,4,6,(7) agree,(5) neither agree nor disagree,6,(7) agree,6,93358,2.0,-1.0,2.0,-3.0,2.0,-1.0,143.863,184.164,40.30099999999999,60.777,93.325,32.548,70.298,79.693,9.394999999999996,46.719,82.387,35.668,18.124,39.16,21.035999999999998,24.785,47.084,22.299000000000003
R_5ctiPzuXJFgvMTm,2026-02-20 20:18:00,2026-02-20 20:26:00,firework,high,8403259,True,DIV-CC-CH,DIV,CC,CH,7.0,7.0,15.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,Bill ≥ Clark,CH > CC,DIV ≤ CC,7.0,8.0,7.0,7.0,8.0,7.0,15.0,20.0,15.0,7.0,6.0,7.0,6.0,15.0,10.0,True,True,True,True,3.0,0.515625,0.578125,0.546875,True,19,Female,Asian,Nonpolitical,470.0,0.600000024,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,(7) agree,(5) neither agree nor disagree,6,4,(7) agree,4,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,6,(3) disagree,(3) disagree,6,93820,0.0,-2.0,0.0,-2.0,0.0,-10.0,4.783,26.273,21.49,5.187,26.973,21.785999999999998,21.14,27.223,6.082999999999998,7.619,21.215,13.596,3.501,27.563,24.061999999999998,17.338,29.194,11.855999999999998
R_3uyt0VE6l2YOU4Y,2026-02-20 20:19:00,2026-02-20 20:35:00,trolley,low,63,True,CH-CC-DIV,CH,CC,DIV,6.0,7.0,10.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,2.0,15.0,0.0,0.0,2.0,Bill > Clark,CH ≤ CC,DIV ≤ CC,6.0,6.0,7.0,7.0,7.0,7.0,5.0,10.0,7.0,8.0,7.0,9.0,5.0,15.0,0.0,True,True,True,True,0.0,0.3125,0.3854166666666667,0.34895833333333337,True,19,Male,Asian,Nonpolitical,912.0,1,I CONSENT to participate in this study,63,10,100,5,4,(3) disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(3) disagree,(7) agree,(7) agree,(7) agree,(7) agree,6,(7) agree,6,93405,2.0,1.0,2.0,-2.0,10.0,-10.0,69.404,87.518,18.114000000000004,106.718,157.202,50.483999999999995,52.806,106.389,53.583,24.514,36.031,11.517,26.042,57.259,31.217,10.061,27.495,17.434
R_7iyQQIQSaKXqoux,2026-02-20 21:23:00,2026-02-20 21:42:00,trolley,high,24802385,False,CH-DIV-CC,CH,DIV,CC,8.0,1.0,50.0,2.0,0.0,5.0,0.0,0.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0,Bill ≥ Clark,CH > CC,DIV ≥ CC,6.0,8.0,6.0,1.0,1.0,1.0,5.0,50.0,5.0,6.0,1.0,1.0,1.0,5.0,0.0,True,True,True,True,3.0,0.421875,0.4635416666666667,0.44270833333333337,True,18,Male,White,Moderate,1138.0,1,I CONSENT to participate in this study,24802385,5,5,47,8,(7) agree,6,6,(3) disagree,6,8,(7) agree,8,8,8,(5) neither agree nor disagree,8,6,94893,0.0,-7.0,0.0,0.0,0.0,-50.0,95.118,106.668,11.550000000000011,121.428,179.261,57.833,140.767,201.351,60.584,14.482,30.832,16.35,55.118,128.085,72.96700000000001,24.98,54.181,29.200999999999997
R_77vnmTvaiJvQ4SZ,2026-02-21 07:46:00,2026-02-21 08:05:00,firework,low,63,True,CC-CH-DIV,CC,CH,DIV,9.0,9.0,2.0,-3.0,-2.0,-1.0,-3.0,-2.0,-1.0,0.0,2.0,-3.0,-3.0,-3.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,9.0,6.0,7.0,9.0,6.0,7.0,2.0,2.0,4.0,8.0,9.0,7.0,8.0,4.0,7.0,True,True,True,True,0.0,0.46875,0.34375,0.40625,True,20,Female,Black or African American,Self describe: (blank),1150.0,1,I CONSENT to participate in this study,63,2,100,96,6,(5) neither agree nor disagree,(7) agree,(5) neither agree nor disagree,(1) totally disagree,(1) totally disagree,(3) disagree,(9) totally agree,(7) agree,(7) agree,(3) disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,94622,-1.0,3.0,-2.0,2.0,2.0,5.0,145.423,185.789,40.365999999999985,94.738,120.383,25.644999999999996,30.665,41.887,11.222000000000001,10.625,26.033,15.408000000000001,8.528,23.532,15.004,24.685,48.727,24.041999999999998
R_78AMKwSt9GjIhLk,2026-02-21 08:44:00,2026-02-21 09:00:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,7.0,7.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,Bill > Clark,CH > CC,DIV > CC,7.0,7.0,7.0,5.0,7.0,7.0,0.0,1.0,1.0,9.0,7.0,9.0,9.0,10.0,5.0,True,True,True,True,2.0,0.25,0.2916666666666667,0.27083333333333337,True,19,Female,White,Moderate,991.0,1,I CONSENT to participate in this study,63,10,5,47,(9) totally agree,4,(5) neither agree nor disagree,(5) neither agree nor disagree,(1) totally disagree,(3) disagree,(3) disagree,(7) agree,(9) totally agree,(9) totally agree,(9) totally agree,(5) neither agree nor disagree,(7) agree,(7) agree,95307,2.0,0.0,4.0,2.0,10.0,4.0,61.334,81.284,19.950000000000003,126.621,187.721,61.10000000000001,90.138,100.74,10.60199999999999,8.096,21.43,13.334,21.852,51.305,29.453,8.675,31.108,22.433
R_7XmJvhfRf1nloDT,2026-02-21 09:07:00,2026-02-21 09:18:00,firework,low,63,True,CC-DIV-CH,CC,DIV,CH,6.0,7.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,1.0,Bill ≥ Clark,CH ≤ CC,DIV ≤ CC,6.0,6.0,7.0,7.0,7.0,7.0,17.0,18.0,25.0,8.0,8.0,8.0,8.0,40.0,35.0,True,False,True,False,0.0,0.5,0.40625,0.453125,False,18,Female,White,Moderate,650.0,1,I CONSENT to participate in this study,63,10,100,4,(9) totally agree,6,(9) totally agree,(7) agree,(5) neither agree nor disagree,6,4,(7) agree,8,8,(7) agree,6,6,(9) totally agree,93869,2.0,2.0,1.0,1.0,23.0,17.0,89.441,141.422,51.980999999999995,50.818,62.634,11.816000000000003,65.263,72.779,7.515999999999991,30.623,63.656,33.033,14.84,25.373,10.533000000000001,15.215,32.698,17.483
R_5iqgXsyt4RLkp0Y,2026-02-21 09:04:00,2026-02-21 09:20:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,6.0,8.0,3.0,3.0,2.0,8.0,1.0,1.0,8.0,7.0,2.0,25.0,2.0,1.0,2.0,Bill > Clark,CH > CC,DIV > CC,6.0,9.0,8.0,8.0,9.0,9.0,3.0,10.0,5.0,9.0,1.0,9.0,1.0,25.0,0.0,True,True,True,True,3.0,0.390625,0.3072916666666667,0.34895833333333337,True,19,Male,White,Liberal/progressive,959.0,0.800000012,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,(3) disagree,8,(3) disagree,(1) totally disagree,6,(3) disagree,(5) neither agree nor disagree,8,(9) totally agree,(7) agree,6,8,(5) neither agree nor disagree,94968,3.0,-8.0,1.0,-8.0,22.0,-10.0,74.291,164.31,90.019,10.736,68.2,57.464,9.119,114.018,104.899,3.687,131.733,128.046,8.421,36.253,27.832,11.273,39.636,28.363000000000003
R_3FJzgwi83Gw7E2q,2026-02-21 09:32:00,2026-02-21 09:39:00,trolley,high,8403259,True,DIV-CC-CH,DIV,CC,CH,6.0,6.0,2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,4.0,-1.0,-1.0,0.0,Bill > Clark,CH ≥ CC,DIV ≥ CC,6.0,5.0,6.0,6.0,5.0,6.0,2.0,3.0,2.0,6.0,6.0,6.0,6.0,4.0,0.0,True,True,True,True,1.0,0.40625,0.453125,0.4296875,True,19,Female,White,Moderate,427.0,1,I CONSENT to participate in this study,8403259,10,100,47,(9) totally agree,6,(7) agree,(7) agree,(3) disagree,(7) agree,4,(9) totally agree,(7) agree,(7) agree,(9) totally agree,(5) neither agree nor disagree,(9) totally agree,4,94505,0.0,1.0,0.0,1.0,2.0,-3.0,9.235,21.302,12.067,8.559,21.843,13.284,76.673,104.606,27.932999999999993,15.611,21.461,5.849999999999998,2.3,20.766,18.465999999999998,5.694,14.91,9.216000000000001
R_1IS386aDmWKd2OR,2026-02-21 09:44:00,2026-02-21 09:56:00,trolley,high,8405329,False,DIV-CH-CC,DIV,CH,CC,8.0,9.0,7.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,5.0,7.0,2.0,2.0,2.0,Bill ≥ Clark,CH ≤ CC,DIV ≤ CC,4.0,6.0,8.0,7.0,9.0,9.0,2.0,4.0,7.0,9.0,9.0,9.0,9.0,7.0,0.0,True,True,True,True,0.0,0.53125,0.296875,0.4140625,True,19,Female,White,Liberal/progressive,695.0,1,I CONSENT to participate in this study,8405329,10,100,12,6,8,8,(7) agree,4,4,4,6,(7) agree,(9) totally agree,8,(9) totally agree,(7) agree,8,94803,5.0,3.0,2.0,0.0,5.0,-4.0,46.927,57.344,10.417000000000002,69.868,85.485,15.617000000000004,136.904,155.021,18.11699999999999,7.042,20.892,13.85,15.96,39.459,23.499000000000002,10.657,20.324,9.667000000000002
